Brand,Comments,Labels
BAHLOfficial,"I've changed network of my registered mobile number, now i am not receiving SMS from Bank/ ATM etc. WHY?",Query
BAHLOfficial,"Dear Sir any suitable job for me
Qualifications Intermediate
Experience 4 years IT",Query
BAHLOfficial,what is the withdrwal fee on the same branch ..?,Query
BAHLOfficial,BAHL ISLAMIC BRANCH ME KAM SE KAM AUR ZIADA SE ZYADA KITNI AMOUNT INVEST KR SAKTY HAIN,Query
BAHLOfficial,Sms chargis hen ya ye service free hai?,Query
BAHLOfficial,ABSOLUTELY RIGHT,Neutral
BAHLOfficial,Sir Monthly Saving Profit Rate Kb Tak Barey Ga 5.75 % sy opr kb jye ga info inbox,Query
BAHLOfficial,Is bahl have mobile app or not?,Query
BAHLOfficial,4 month pehly Mara ATM card mjy mila tha lakin activate nh kiya ab wo activate hoga ya nh,Query
BAHLOfficial,What a process home finance schem?,Query
BAHLOfficial,send me mobile application,Neutral
BAHLOfficial,Sit aik suggession hy. Kh jab hum koi transactio krtay hain tu hamain 8801 se sms mil jata hy kh aap ne itni amount ki transaction ki hy. Agar isi sms me hamara baqaya balance bi bataya jaye. Tu achcha hu ga qun kh her waqt hum khud atm pe nahi jatay. Kabi ATM card kisi ko da daty hain kh mere account se pasy lay aawo. Think about my suggession. Plz,Neutral
BAHLOfficial,Loan facility is available or not?,Query
BAHLOfficial,Sir smart card pe account open ho sakta hy,Query
BAHLOfficial,like,Neutral
BAHLOfficial,Car,Neutral
BAHLOfficial,100k send karne per tax Hai ya receive karne per?,Query
BAHLOfficial,Mtlb,Neutral
BAHLOfficial,Kya online bank acount khulwa sakty hai?,Query
BAHLOfficial,Phle to ye btayen ye GTO ka test lekr AP log result to btatey nhi Hain bus har saal test lete rehtey Hain 🙄,Neutral
BAHLOfficial,I want to register my account for net banking but it is giving error in my personal email... So what can I do then?,Query
BAHLOfficial,Hassan Miraj,Neutral
BAHLOfficial,50 rupees dedicated every month,Neutral
BAHLOfficial,We facing tax issues we don't know which tax is it,Neutral
BAHLOfficial,Loan Service available in Bank AL_HABIB?,Query
BAHLOfficial,"Bank AL Habib’s Branch Network now expands to 844 branches in 336 cities.
We are proud to announce that by the grace of Almighty Allah, Bank AL Habib is now serving you across Pakistan and beyond with 844 branches and sub-branches in 336 cities.

We are committed to better serve our customers and expand our footprints to make banking easy, convenient and more accessible.

All our branches are offering full-services to our existing and new customers with banking solutions through our wide-range of products and services.

We wish you a seamless banking experience with us and would like to inform you of our digital solutions available to you that efficiently serve and solve all your banking needs.",Neutral
BAHLOfficial,What i ask job related qusetion ???,Query
BAHLOfficial,What kind of software is this?,Query
BAHLOfficial,Assalamualaikum sir kiya mera credit card jo school ne issue krvaya tha vo school left honay pe pe bo b bnd ho jae ga,Query
BAHLOfficial,Raja Sajjad Khan,Neutral
BAHLOfficial,Ya aa jata ha,Neutral
BAHLOfficial,Details for vitz down payment and installment for 5 years,Query
BAHLOfficial,How we can apply,Query
BAHLOfficial,Sir I need bay commercial van for transport work it is possible,Query
BAHLOfficial,Jo old app ha uss m stemnt kesy dhkty hn,Query
BAHLOfficial,Mery pas old app ha m ny new use krni ha magr play store py show nahe ho rahi ha,Neutral
BAHLOfficial,Suzuki Pick up h,Neutral
BAHLOfficial,govt mulazm ko kase din gi darict Qast pi yap kujh payment dine pariah gi,Query
BAHLOfficial,"AOA sir, I m permanent employee of sui northern gas pipeline. I want some loan against salary. Please send me terms and conditions please",Query
BAHLOfficial,Hwo is this price,Query
BAHLOfficial,How to get details !! Plz,Query
BAHLOfficial,Offer is for general or government servants?,Query
BAHLOfficial,How to get car,Query
BAHLOfficial,Detl bjho bhi,Query
BAHLOfficial,Details plz ...inbox me,Query
BAHLOfficial,Muje ek car chye mil jye gi Mera account Al Habib bank my hai,Query
BAHLOfficial,Markup?,Query
BAHLOfficial,Ap ki koi app hy,Query
BAHLOfficial,pls give details about car financing,Query
BAHLOfficial,Details plez,Query
BAHLOfficial,Suzuki mehran on instalment plan 5 year,Neutral
BAHLOfficial,Details..,Neutral
BAHLOfficial,Habib Ur Rehman Khan,Neutral
BAHLOfficial,"Iqbal Hussain, Atiq Jan",Neutral
BAHLOfficial,Syed Irfan Kazmi,Neutral
BAHLOfficial,Ahsan Anu,Neutral
BAHLOfficial,"Alhabib
Mobile app main sub cities k electricity bill pay karny ki facility hy but iesco ki nahi hy why????",Query
BAHLOfficial,Zareehahk Zareehahk,Neutral
BAHLOfficial,How to procedure debit card in bank al habib????,Query
BAHLOfficial,Kfc ki deal Kab aye ge?,Query
BAHLOfficial,Bank Al Habib ka koi monthly income plan hey kia aur kitne percent profit ka hey,Query
BAHLOfficial,Mujhe credit card banwana hai kis tarah contact Karen Ham Mera account islami Bank Al Habib kya Ban sakta hai mera credit card,Query
BAHLOfficial,"Bank Al Habib ki mobile application use karna chata hon liken ho nhi rahi
Mara account b hai bank Al Habib Mai liken Mai iss time saudia arbia Mai hon please sir application ka barey mei detail Bata dain?",Query
BAHLOfficial,Bilal Khanani,Neutral
BAHLOfficial,I recieved viber call in the name of state bank ask about account verification. Is it true or fack?,Query
BAHLOfficial,"BAHL
me ne neaccount open kiya ta Karachi Me Ibrahim haidari branche me likin abhi meri posting Quetta ho chuki he ATM card ab waahi he quetta branch me gaya wha application likhi he aj se 3 months pehle aur 3 dafa pata kar chukaa ho likn abi tak mje ATM card naahi mila kindly koi procedure he me konsa option use kro kindly guide me plz",Query
BAHLOfficial,BAHL Cards are 3D Secure for online transactions??,Query
BAHLOfficial,Debit card online payments k liye use hona shuru ho gaye hyn?,Query
BAHLOfficial,How to change pin cod of Atm card,Query
BAHLOfficial,"Please close my account
I want open other account of bank Al habib which is Near for my home..",Neutral
BAHLOfficial,Help line number of Bank Al habib metroville branch Karachi?,Query
BAHLOfficial,I like to submit my CV at branch of pwd what should I do,Query
BAHLOfficial,"Jnb ap ki bank mera cridit card ni bna rhi mera account bhi acha chal rha hai..
Why",Query
BAHLOfficial,How I know my account is active or not only I have account number?,Query
BAHLOfficial,Mera ATM Abhi tk ni mila mila h,Neutral
BAHLOfficial,Salam walekum salam kya hai sir i am in saudi arabia sir account will become online bank in al habib,Query
BAHLOfficial,How to check account is saving or current?,Query
BAHLOfficial,Which one is IBAN on cheque,Query
BAHLOfficial,What is swift acount no,Query
BAHLOfficial,Aaj kal kya persontage h....?,Query
BAHLOfficial,Mera account factory Mai open hua hai tu Kya Mai factory chore dun tb b open rhy ga kya,Query
BAHLOfficial,Aoa ..sir kya bank al habib govt employee ko home loan deta ha agr deta h to kitna interest leta ha???,Query
BAHLOfficial,Net banking ky liy Kia Kary. AGLAY nahi chalta hy,Neutral
BAHLOfficial,Iban no kya hta hy,Query
BAHLOfficial,account banwana hy kitna khrcha aye ga,Query
BAHLOfficial,"Hi, your services are good , but since 3-4 months I am unable to ad the beneficiary, Every time I try to add , it shows transaction is not allowed",Query
BAHLOfficial,"Please don't say to call BAHL helpline number about my problem.
I am directly telling you that please activate my ATM card.",Query
BAHLOfficial,Credit card service is available?,Query
BAHLOfficial,How to sign up ?,Query
BAHLOfficial,How can i recharge my ufone number online? can you please tell me about the procedure ?,Query
BAHLOfficial,Mein is waqt K S A mein hu apna accaunt khulwana chata hu kia treeqa ho ga,Query
BAHLOfficial,Sir internet session kise kren sir please help me,Query
BAHLOfficial,Send me details about full current account for salary????,Query
BAHLOfficial,Ma ny asan current bank account open karvana ha please guide me?,Query
BAHLOfficial,Kindly inform how much charges on ATM card and account opening in bank al habib,Query
BAHLOfficial,Looking forward to see the opening of BAHL Islamic banking branch Askari 6 Nasir BAGH Road Peshawar.,Neutral
BAHLOfficial,Farukh Basheer Channa,Neutral
BAHLOfficial,Naeem Abbasi,Neutral
BAHLOfficial,Muhammad Mahtab Ali Shah,Neutral
BAHLOfficial,M Hydar Bilal,Neutral
BAHLOfficial,👍♥️♥️,Neutral
BAHLOfficial,Salary loan mil skta Hy? because I have Bank al Habib account.,Query
BAHLOfficial,Xunaira Ali,Neutral
BAHLOfficial,Why Not available for IOS???,Query
BAHLOfficial,How to apply for house building loan,Query
BAHLOfficial,Facing a problem while registering for internet banking. Bank AL Habib Limited,Query
BAHLOfficial,I complaint lastly also that the bank token machine time and the clock time is not correct n still its like that for last 8 to 9 months,Query
BAHLOfficial,New mobile application me jb id or pasword login krta hun to incorect ata hai id or pasword?? Yeh kya isue hai??,Query
BAHLOfficial,Mari statement kaha he?,Query
BAHLOfficial,If i want to transfer money online from any bank to al habib bank is there any charges..?,Query
BAHLOfficial,AP kucho ni KR skty mein NY 2 month ho gy Hy ducoment dey per koi PTA NY,Query
BAHLOfficial,Bahl b kia home loan dy rha hy plz tel me,Query
BAHLOfficial,Personal Loan ya leasing per gari mil sakhti hai i have account,Query
BAHLOfficial,Muhammad Irfan,Query
BAHLOfficial,aap ki mobile app kub launch ho gi?,Query
BAHLOfficial,Alhabib mobile app link please,Query
BAHLOfficial,Transaction Charges % kitna hai.Local & interntional ? Plz help,Query
BAHLOfficial,Why Bank Al Habib is not in STC pay partners? Please try to include your services with them as rest of all the banks are there,Query
BAHLOfficial,Arif Hussain,Neutral
BAHLOfficial,Shazib Hashmi,Neutral
BAHLOfficial,HEAD OFFICE KARACHI II CHANDI GARH ROAD PAY JO HAE KOI RESPONSIBLE PERSON KA CANTACT NUMBER CHAYE,Query
BAHLOfficial,When u start digital roshan account for overseas pakistanis ?,Query
BAHLOfficial,Are you on Twitter?,Query
BAHLOfficial,Bhai mere 2 account hai bank Al Habib me magar agile sa aik he account operate hot hai,Query
BAHLOfficial,"Please increase the daily online transfer by degital banking and mobile app.. in this Era where other banks are giving one million daily limit, bank alhabib is giving only 1 lakh per day online limit",Query
BAHLOfficial,Imran Sarwar butt sabb sir g👍👍🌟🌟🌟🌟🌟♥️♥️♥️,Neutral
BAHLOfficial,BAHL ki branches bht km han i hope this will help them to cope with such problems,Neutral
BAHLOfficial,Sumbul Saleem,Neutral
BAHLOfficial,Abdullah Ghafoor mobile unit,Neutral
BAHLOfficial,Shamim Ayub,Neutral
BAHLOfficial,Balochistan Mach bolan sher me bank all Habib baranch q nai he Mach bolan 1 karabari hela ka he Hagar bank all Habib wale vizit Kare un ko betar malom o ga,Neutral
BAHLOfficial,Agile name sy app hi,Neutral
BAHLOfficial,What procedure about creating a fullcurrent account ????,Query
BAHLOfficial,How could i Download BAHL app from Google play store,Query
BAHLOfficial,Is it applicable for the bank staff also?,Query
BAHLOfficial,Why BAHL debit card not access for online shopping?,Query
BAHLOfficial,How can i activate my intenet banking,Query
BAHLOfficial,Annual fees,Query
BAHLOfficial,Whats the procedure,Query
BAHLOfficial,Pay pak debit card??,Query
BAHLOfficial,Kis tara register kerna h,Query
BAHLOfficial,When a person withdraw amount then will he receive a message for entering in lucky draw?,Query
BAHLOfficial,kesy kesy??,Query
BAHLOfficial,Abeer Zia,Neutral
BAHLOfficial,Fareha Beig,Neutral
BAHLOfficial,Nafees Ahmed,Neutral
BAHLOfficial,i will try,Neutral
BAHLOfficial,Muhammad Muzammil hmen milega? 😂,Neutral
BAHLOfficial,Atif Khan 500 rs jamah Karo bank my pir shamil hojawogy,Neutral
BAHLOfficial,How to get this card,Query
BAHLOfficial,I spend more withdraw transaction by pay pak can I select in lucky draw,Query
BAHLOfficial,I have done a withdrawal more than 500 Hundreds through debit card ... is it enough to be included in lucky draw ?,Query
BAHLOfficial,I am facing issues regarding registration in online banking please help,Query
BAHLOfficial,Is it on credit card or pay pak debit card ?,Query
BAHLOfficial,Why nor paypak card,Query
BAHLOfficial,Is it not for dabitcard holder?,Query
BAHLOfficial,Ali chal yr mere pas card hai tujhy discount mil jaega 1440 ka discount Sumair yr ab to chal lo 😄😂,Neutral
BAHLOfficial,Rahimunisa Rahima,Neutral
BAHLOfficial,Offer kab tak hay?,Query
BAHLOfficial,Does paypak debit cards have offers like this?,Query
BAHLOfficial,"Aaj 9 hai 2 din baad 11

Good you should share this post on 2nd of oct",Neutral
BAHLOfficial,Eman Khan,Neutral
BAHLOfficial,Rafia Anum,Neutral
BAHLOfficial,Ahmed Faraz,Neutral
BAHLOfficial,Chaudhary Abbas Nawaz,Neutral
BAHLOfficial,Tayyab Zahid,Neutral
BAHLOfficial,Sharjeel Kayani,Neutral
BAHLOfficial,Syed Farrukh Naqvi,Neutral
BAHLOfficial,Yousuf Ali,Neutral
BAHLOfficial,Humbal Ahmad,Neutral
BAHLOfficial,Ahmed Raza,Neutral
BAHLOfficial,HannAn Butt,Neutral
BAHLOfficial,"Rafia Anas
I have BAHL unionpay",Neutral
BAHLOfficial,Ahmed Saleem finally kuch to ehsas hua inko,Neutral
BAHLOfficial,Adil Nazir ab to deal bhi aa gar ha,Neutral
BAHLOfficial,Hamad Bhatti😂,Neutral
BAHLOfficial,Shaikh Asad Hussain kia kehtey Hain :p,Neutral
BAHLOfficial,Imran Ali Khan,Neutral
BAHLOfficial,Imran Ali Usman Hashmi,Neutral
BAHLOfficial,Mohammed Hashir Reyan Baig kya scene hai😂,Neutral
BAHLOfficial,"chr

Sher Afzal Zarkoon

Sardarzada Sher Afghan Zarkoon

Sher Afzal Khan",Neutral
BAHLOfficial,Zain UL Abdin chale kal,Neutral
BAHLOfficial,Razi Ahmed Ayesha Talha Shahmir Bin Wahid ye khane chale,Neutral
BAHLOfficial,Muhammad Ali,Neutral
BAHLOfficial,Shaheer Khan Waseem Fakhar kl chalen?,Neutral
BAHLOfficial,Dekho mare pass card ha chalen Shakir Malik Maha Shariq,Neutral
BAHLOfficial,Haseeb Shaikh Ikhlaque Ahmed Sheikh ma wat ahye union pay jo al habib poh!🙊,Neutral
BAHLOfficial,I am facing a problem regarding registration of Online net banking..,Query
BAHLOfficial,"Please improve the Debit card for online Use . Etc online shopping, Facebook, websites.",Query
BAHLOfficial,Salman Karim,Neutral
BAHLOfficial,"I have salary account in BAHL, I want to get credit card from respective bank would you plzz like to guide or contact me???",Query
BAHLOfficial,Shahrukh Qamar Syed Shamroz,Neutral
BAHLOfficial,Hanzla Bin Hamid Noreen Hussain,Neutral
BAHLOfficial,Soobuhi Faher,Neutral
BAHLOfficial,Saud Gaba Kub chaly,Neutral
BAHLOfficial,Abdul Raffay Mahesar,Neutral
BAHLOfficial,MrsMuddasir Siddiq,Neutral
BAHLOfficial,Sheikh,Neutral
BAHLOfficial,Muhammad Haris,Neutral
BAHLOfficial,Mohammad Farooq,Neutral
BAHLOfficial,Syed Hasnain Raza,Neutral
BAHLOfficial,"Kazim Siddiqui
Asghar Munir",Neutral
BAHLOfficial,Meran Ali Awan Rana Abdullah,Neutral
BAHLOfficial,Hamza Khan Ahsan Khan,Neutral
BAHLOfficial,Ali Ayaz,Neutral
BAHLOfficial,Aali Moghani,Neutral
BAHLOfficial,Zeeshan Jatoi,Neutral
BAHLOfficial,Hafiz Abdul Basit Hanan,Neutral
BAHLOfficial,Osama Ali Murtaza Ahmed Umer Khan Muhammad Awais Khaan,Neutral
BAHLOfficial,Kamil Zafar,Neutral
BAHLOfficial,Naveed Mughal treat?,Neutral
BAHLOfficial,Shoaib Hassan Farhan Sagheer Gull Nawaz,Neutral
BAHLOfficial,Sumbul Saleem 🤪,Neutral
BAHLOfficial,Asad Hashmi,Neutral
BAHLOfficial,Zain Usmani,Neutral
BAHLOfficial,Mathew Leo,Neutral
BAHLOfficial,Ghulam Usmani,Neutral
BAHLOfficial,Sajid A. Khan ShehzAd Muneer,Neutral
BAHLOfficial,Zareen Qasmi,Neutral
BAHLOfficial,Meraj Ali,Neutral
BAHLOfficial,Asad Noor,Neutral
BAHLOfficial,Faisal JahanGir Jutt,Neutral
BAHLOfficial,"Inam Khan
Sher Zaman
Fayyaz Ahmed",Neutral
BAHLOfficial,"Syed Aamir
Aamir Raza",Neutral
BAHLOfficial,Fareed Khan Nafees Ahmed,Neutral
BAHLOfficial,"Syed Masood Ali
Muhammad Umar Riaz
Shah sahab ye hi khila do hum is pe bhi khush hain",Neutral
BAHLOfficial,Mujtaba Ahsan,Neutral
BAHLOfficial,H M Farooq Asad,Neutral
BAHLOfficial,Faisal Sharif Malik,Neutral
BAHLOfficial,Muhammad Murtaza Buzdarammad,Neutral
BAHLOfficial,Cultus AGS???,Neutral
BAHLOfficial,I like BAHL. I HAVE APPLIED FOR POST OF MTO AND PASSED TJE TEST AND.SUBMITTED DOCUMENTS BUT DID NOT RECEIVED INTERVIEW CALL.. HOW CAN I GET INFO ABOUT THIS?,Neutral
BAHLOfficial,"Plan about wagn-R
Mehrabpur 1070 barnch code",Neutral
BAHLOfficial,Plan detail please,Query
BAHLOfficial,alto vxr is available ???,Query
BAHLOfficial,Alto vxl 5 years payment plan on 30% dawn payment?,Query
BAHLOfficial,Please datail sand kree,Query
BAHLOfficial,Alto automatic available,Query
BAHLOfficial,Sir help me,Query
BAHLOfficial,Alto vx pay offer hai,Query
BAHLOfficial,"Dear sir, Suzuki hi roof , 5 year plan m lane h Kia bank auto loan m de ga",Query
BAHLOfficial,Alto vxr pay offer hai,Query
BAHLOfficial,Detail send me,Query
BAHLOfficial,Wagnor vgl or vxr,Query
BAHLOfficial,Do you give Same offer on CIAZ?,Query
BAHLOfficial,Carolla xli detial (2012)model,Query
BAHLOfficial,Kia ap kay bank ka debit card Facebook accept karta hai page boost karne kay liye ? Please meri rehnumai karen,Query
BAHLOfficial,Vegnor vxl,Neutral
BAHLOfficial,Farrukh Hussain,Neutral
BAHLOfficial,Iske liye kya karna chahie,Query
BAHLOfficial,Khan Badshah,Neutral
BAHLOfficial,Syed Muhammad Mahad,Neutral
BAHLOfficial,Anees Shaikh,Neutral
BAHLOfficial,Mukhtiar Ahmed Memon,Neutral
BAHLOfficial,Mashal Mukhtiar,Neutral
BAHLOfficial,Hanif Noor,Neutral
BAHLOfficial,Asma Rubb,Neutral
BAHLOfficial,Rukhsana Noor,Neutral
BAHLOfficial,Haseeb Malik,Neutral
BAHLOfficial,Asfand Memon,Neutral
BAHLOfficial,Ubair Mukhtiar,Neutral
BAHLOfficial,Saif Ali,Neutral
BAHLOfficial,Mohammad Tariqdr,Neutral
BAHLOfficial,Noor Aghaz,Neutral
BAHLOfficial,Nazlin Sachwani,Neutral
BAHLOfficial,Is city chakwal branch is authorized for auto financing,Query
BAHLOfficial,Detial,Query
BAHLOfficial,Plan about cultus vxl 1160barnch code,Query
BAHLOfficial,"Hi Bank AL Habib Limited...
Is Apni Car Auto Finance is also available for new Chinese brands like Changan...???",Query
BAHLOfficial,Muhammad Umair Dawoodi,Neutral
BAHLOfficial,Aamir Zia Siddiqui,Neutral
BAHLOfficial,Fahad Hussain,Neutral
BAHLOfficial,Atif Hussain Soomro,Neutral
BAHLOfficial,Raja Turan Ali,Neutral
BAHLOfficial,Haider Amin,Neutral
BAHLOfficial,Syed Alay Muhammad Jafry,Neutral
BAHLOfficial,Muhammad Nauman,Neutral
BAHLOfficial,Bankcharges Dr means ??,Neutral
BAHLOfficial,So Great Bank All Habib,Neutral
BAHLOfficial,Any progress in mobile banking app?,Query
BAHLOfficial,please tell the procedure of recieving atm card intially ...how can we activate it?,Query
BAHLOfficial,Syed Ali Akbar Zaidi,Neutral
BAHLOfficial,"Balance inquiry on sms is required.

Debit card for online buying like aliexpress required.",Query
BAHLOfficial,Balance inquiry on sms and debit card for AliExpress buying is still awaited .....,Query
BAHLOfficial,I have passed test of MTO And submitted document but fidnot recieve interview call.would yiu please tell me when you are going to conduct interview or it has been cancelled?,Query
BAHLOfficial,Kya inbox m account blnc bta sakty hn?,Query
BAHLOfficial,Asslam Alaikum : sir App Ko 1 App Banani Chahye Play store Pr Jis Men Bank Belance Ka Pata Lagy.,Query
BAHLOfficial,I need a job plzzzz urgent,Query
BAHLOfficial,Account ko Easypaisa k sath link krna h? how to do it?,Query
BAHLOfficial,Sir.alhabib mobile.ki apps download.karli ha agay ka.kia process ha kese.login karu.ma kumail.raza.here,Query
BAHLOfficial,"Sir Salam Walekum I live in Saudi Arabia, Madina, I want to bring my account, how are you opened in the bank now?",Query
BAHLOfficial,Me ne account khulwaya he Abhi tak atm card nehe mila kb mily ga?,Query
BAHLOfficial,IOS ki App kb aygi !??,Query
BAHLOfficial,Why ink cnt removeable? Im useing black pointer or black ballpoint. Why its nt good ?,Query
BAHLOfficial,B. S c l need a jop plzzzz urgent,Query
BAHLOfficial,Bank al Habib 2020 ka bast bank he gozarish he balochistan qutta k 60 kelometar fasle Mach bolan sher he waha kohela k Kahan 1000 k tadad me he Mach jel jo k balochistan ka bara jel he bal k Pakistan k barhe jelo me shomar o ta he waha pe bank al Habib ki hashad zaroorat he ap apna Tim b brjwa Kar dek lo,Query
BAHLOfficial,Any update for upcoming jobs,Query
BAHLOfficial,Opening account process,Query
BAHLOfficial,Mera ccount h as bank ma lon chahy,Query
BAHLOfficial,Mujhy need hai job ki ???,Query
BAHLOfficial,Loan should be given at salary or pension account.,Query
BAHLOfficial,Ok,Neutral
BAHLOfficial,Abdullah Ghafoor,Neutral
BAHLOfficial,Sir Please inbox check,Neutral
BAHLOfficial,How can I get fresh currency by my account.,Query
BAHLOfficial,Dear sir..muje apna ek account close krwana hy Jo k mere Ghar se dor hy wo branch. Mene waha ja k form b fil kr k diya ta uske bawajod b wo log mera account band nhi kia. Muje apne nearest branch Mai again open krwana hy. So kindly please help me to close my account,Query
BAHLOfficial,I need a cultus car on installments. Detail please...,Query
BAHLOfficial,Is the BAHL branches open in Saturday now a days ?,Query
BAHLOfficial,"I have BAHL android app but my account is not loging in, how could it b loged in....????",Query
BAHLOfficial,Lon mil jaae ga,Query
BAHLOfficial,How to login in android app ?,Query
BAHLOfficial,Also wanna get job,Query
BAHLOfficial,Is there any vacancy for girls?,Query
BAHLOfficial,i nead the mony+ job..,Query
BAHLOfficial,I have applied for MTO post 3 days ago kindly guide me when will i get call for test???,Query
BAHLOfficial,I want to join you for job,Query
BAHLOfficial,What is this month profit rate ?,Query
BAHLOfficial,Mirza Abdullah Naeem,Neutral
BAHLOfficial,Nice Sir,Neutral
BAHLOfficial,What is the process to use account from mobile,Query
BAHLOfficial,How to register our account for netbanking ?,Query
BAHLOfficial,Yes,Neutral
BAHLOfficial,I want loan to buy house please ask your representative to contact me,Query
BAHLOfficial,Please update the app with new avtar,Query
BAHLOfficial,How apply bank alhabib share?,Query
BAHLOfficial,Mobile banking active ka kiya process hai,Query
BAHLOfficial,Mera bank al habib ma salary account ha ma on line app ma bhy registered hona chaty hon kasa ho saktey hon,Query
BAHLOfficial,I want credit card facility.,Query
BAHLOfficial,Sir Muji Abhi tk Atm card ni mila h?,Query
BAHLOfficial,Hukumat e Pakistan ne gahr ki tameer k liye sarmaya de Rahi hai...Kia tareeka kaar hai...?,Query
BAHLOfficial,Sir g kya email bank main add krwanay k liye paisay lagtay hain,Query
BAHLOfficial,Please Add IESCo in Utility Bill Payment Mode through ATM .,Query
BAHLOfficial,How I activite my visa debit card.,Query
BAHLOfficial,"Hello Sir, I have created an account with this bank for two years and I have not created a credit card yet",Neutral
BAHLOfficial,KWSB bills not updating on your website?,Query
BAHLOfficial,Ye credit card kise hasil karna hi sir,Query
BAHLOfficial,I want to get information from bank al habib,Query
BAHLOfficial,Ghulam Wahid Mughal,Neutral
BAHLOfficial,What's the annual charges (including taxes) for MasterCard?,Query
BAHLOfficial,What's about bank profit.?,Query
BAHLOfficial,Plz inbox markup and installment details,Query
BAHLOfficial,Yes i need please because I leaveing rent house.,Query
BAHLOfficial,"😀 as per policy
Bank Al Habib never send u a reply of any question",Neutral
BAHLOfficial,Pllzzz . Remove the otp authentication every time when login to app.,Query
BAHLOfficial,Plz . Make a separate mobile app for net banking,Query
BAHLOfficial,Interested..,Neutral
BAHLOfficial,Yes I am interested,Neutral
BAHLOfficial,Kindly tell me how can i check my balance,Query
BAHLOfficial,How about loan information??,Query
BAHLOfficial,Please send details,Query
BAHLOfficial,Mujhy need hai job ki me kr sakti hun is mee ????,Query
BAHLOfficial,I al so have account. In bank al Habib,Neutral
BAHLOfficial,A caring bank,Neutral
BAHLOfficial,sir register nahi horaha mere mobile main?,Query
BAHLOfficial,How can we avail details please,Query
BAHLOfficial,How we get bank loan for out home?,Query
BAHLOfficial,I need a job in bank Al habib how can I get,Query
BAHLOfficial,Is there any option for overseas Pakistanis about housing financing??,Query
BAHLOfficial,Is your mobile app free? Please respond,Query
BAHLOfficial,Send me details,Query
BAHLOfficial,Relation on trust,Neutral
BAHLOfficial,What is the procedure for housing finance?,Query
BAHLOfficial,Muja 90000 ropey dtna ha .,Neutral
BAHLOfficial,How can someone get house lone,Query
BAHLOfficial,I am interested.,Neutral
BAHLOfficial,Send details about it.,Query
BAHLOfficial,I am serving in a wellestablished pvt institution and having salary account in your bank I wish to take loan for house purchase what is the procedure and mark up rate,Query
BAHLOfficial,"Bank AL Habib Limited
OTP Should be apply for one time only. Because it’s accessible only to the owner of account. OTP (One Time Password). App asked every time on each step. There should be no layers of OTP.",Query
BAHLOfficial,Hello dear I am interested please contact me,Query
BAHLOfficial,I want to apply in AL Habib bank how I apply? Guidance me,Query
BAHLOfficial,"I want to avail the PM home finance loan,can anyone guid me how to apply?what are term nd condition.?application form?",Query
BAHLOfficial,Is there any limit of age for house purchase loan,Query
BAHLOfficial,Plz send me,Query
BAHLOfficial,Kindly send me link TO new BAHL app,Query
BAHLOfficial,Maaz Khan,Neutral
BAHLOfficial,Sanam Parhyar,Neutral
BAHLOfficial,maarkup,Neutral
BAHLOfficial,Zeeshan this remind me your lines 😂😜,Neutral
BAHLOfficial,Is it possible bank provides us home loan.,Query
BAHLOfficial,New BAHL NetBanking mobile app kb th launch hogi,Query
BAHLOfficial,First of all information me my bank account which I have forgotten it,Query
BAHLOfficial,Please Remove Login Time OTP in next Update in Alhabib Mobile App,Query
BAHLOfficial,Dear kia app salaried person ko credit card daity hain?,Query
BAHLOfficial,"Sir, we i enter my data in netbanking and want to register himself, msg comes that ""no record found...."". Please guide me what i do?",Query
BAHLOfficial,Sir Mira atm Pakistan may hay or ak saal ho geya use nahi Howa Kiya who Bind ho Jay ga may Abu Dhabi may ho,Query
BAHLOfficial,Hi sir ma ny BAHL ma account opn krwaya tha mgr ab mjy apna account nmbr ni yd ar cheaq book b ni mil re mry ps ATM card ha to mjy kia krna chayie,Query
BAHLOfficial,Bank BAHL also not provided app,Neutral
BAHLOfficial,Mine ne acont kohwna hine,Neutral
BAHLOfficial,What about mobile app for IOs devices???,Query
BAHLOfficial,Sir i want link for downloading your new app which is available on play store,Query
BAHLOfficial,I want to get this link .,Neutral
BAHLOfficial,All habib mobile apps aur agile main kya faraq hai?,Query
BAHLOfficial,Apki old app m blnc ki stemnt sho nahe hoti,Neutral
BAHLOfficial,Login hoga kabhi to password jyega,Neutral
BAHLOfficial,Okay 👌,Neutral
BAHLOfficial,"Hello sir
Har bank ka mobile apps h lkn bank al habib ka ni h agr h b to kctra use hota h",Query
BAHLOfficial,Zaman Khan,Neutral
BAHLOfficial,Majid Fazza,Neutral
BAHLOfficial,Problem ho rhi hy register nhi ho pa rha hy?account,Query
BAHLOfficial,Is this online banking is free or any charges?,Query
BAHLOfficial,What is the limit for inter bank fund transfer for silver debit card and its total charges,Query
BAHLOfficial,"we can use a debit card internationally or is there any other system to get payment from outside of country..???
kindly guide

thanks",Query
BAHLOfficial,How can i use agile app..,Query
BAHLOfficial,Account k 16 digits hen 17 kesy likhen,Query
BAHLOfficial,Assalam walekum mujhe a outdoor ki job chahie,Query
BAHLOfficial,how to make BAL aglile account.. i fill all blancks in Mobile banking but it not going to submit,Query
BAHLOfficial,Ziakhan,Neutral
BAHLOfficial,Mujhe kuch informetion chahiye thi,Query
BAHLOfficial,❣️ Pakistan,Neutral
BAHLOfficial,Poonam Mohan,Neutral
BAHLOfficial,Jawad Khuram,Neutral
